periodo;sentiment_azure;MeaningCloud;NaturalLan
2;negative;NEU;neutral
2;negative;N;positivo
2;negative;N;negativo
2;negative;NEU;positivo
2;mixed;NEU;negativo
2;negative;N;negativo
2;negative;P;positivo
2;negative;P;negativo
2;negative;N;negativo
2;negative;NONE;neutral
2;negative;N;negativo
2;negative;N;negativo
2;negative;N;negativo
2;negative;NEU;neutral
2;negative;N;negativo
2;positive;P;positivo
2;neutral;N;positivo
2;negative;P;positivo
2;mixed;P;neutral
2;positive;N;negativo
2;neutral;NONE;positivo
2;negative;NEU;neutral
2;negative;N;neutral
2;mixed;P;positivo
2;negative;P;negativo
2;negative;NEU;negativo
2;negative;N+;negativo
2;negative;N;neutral
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;P;negativo
2;negative;P;neutral
2;mixed;NEU;mixto
2;negative;P;neutral
2;negative;N;negativo
2;positive;N;negativo
2;negative;N;negativo
2;negative;N;negativo
2;neutral;P;negativo
2;positive;P;positivo
2;negative;N;neutral
2;negative;N;negativo
2;negative;N;negativo
2;negative;NEU;mixto
2;positive;P;neutral
2;negative;N;positivo
2;mixed;N;negativo
2;mixed;N;negativo
2;negative;P;negativo
2;negative;NEU;neutral
2;positive;P;positivo
2;mixed;P;positivo
2;negative;P;negativo
2;negative;P+;positivo
2;negative;NEU;positivo
2;mixed;P;positivo
2;positive;P;positivo
2;negative;N;neutral
2;negative;N;neutral
2;neutral;P;neutral
2;negative;N;negativo
2;negative;P;negativo
2;negative;N;positivo
2;positive;P;positivo
2;negative;P;negativo
2;negative;N;neutral
2;neutral;P;neutral
2;negative;P;neutral
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;N;positivo
2;negative;NEU;negativo
2;neutral;N;neutral
2;neutral;P;positivo
2;negative;N;negativo
2;negative;NEU;negativo
2;mixed;NEU;positivo
2;mixed;NEU;positivo
2;negative;NEU;positivo
2;mixed;P;positivo
2;positive;P;neutral
2;negative;N;positivo
2;neutral;NONE;neutral
2;negative;NEU;negativo
2;negative;N;neutral
2;negative;NEU;negativo
2;negative;N;neutral
2;mixed;NEU;positivo
2;positive;P;negativo
2;negative;NEU;neutral
2;negative;N+;negativo
2;neutral;P;positivo
2;neutral;P;neutral
2;negative;NEU;neutral
2;positive;P;positivo
2;negative;N;negativo
2;mixed;P;positivo
2;mixed;NEU;positivo
2;negative;NEU;neutral
2;negative;N;neutral
2;negative;N;positivo
2;neutral;P;positivo
2;negative;P+;negativo
2;negative;N;negativo
2;negative;NEU;positivo
2;negative;NEU;positivo
2;negative;N;neutral
2;positive;N;positivo
2;positive;P;positivo
2;positive;P;positivo
2;negative;NEU;mixto
2;negative;N;neutral
2;negative;N;mixto
2;negative;N;neutral
2;mixed;P;positivo
2;neutral;P;negativo
2;negative;N+;negativo
2;negative;NEU;positivo
2;negative;N;neutral
2;negative;NEU;neutral
2;negative;N+;negativo
2;neutral;P;positivo
2;negative;P;positivo
2;mixed;P;negativo
2;mixed;N;positivo
2;negative;N;negativo
2;negative;P;negativo
2;negative;N+;mixto
2;negative;N;neutral
2;negative;N;negativo
2;neutral;NONE;neutral
2;mixed;P+;positivo
2;negative;P;negativo
2;negative;N;positivo
2;negative;P;positivo
2;positive;P;positivo
2;negative;N;negativo
2;positive;N;positivo
2;negative;P;positivo
2;negative;N;neutral
2;negative;P;positivo
2;negative;NEU;mixto
2;negative;P;positivo
2;neutral;NONE;positivo
2;negative;NEU;mixto
2;mixed;P;positivo
2;negative;NONE;positivo
2;negative;N;positivo
2;negative;P;neutral
2;positive;NEU;neutral
2;negative;N+;negativo
2;negative;P;neutral
2;negative;N+;mixto
2;mixed;N;negativo
2;negative;P+;positivo
2;negative;NEU;negativo
2;negative;N;neutral
2;negative;NONE;negativo
2;negative;P+;neutral
2;negative;P;negativo
2;negative;N+;mixto
2;negative;N;positivo
2;mixed;NEU;negativo
2;negative;N;neutral
2;negative;N+;neutral
2;negative;N+;positivo
2;positive;N+;neutral
2;negative;N;neutral
2;negative;P;negativo
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;P;negativo
2;negative;N;positivo
2;mixed;N;positivo
2;negative;NEU;positivo
2;negative;NEU;negativo
2;negative;N;positivo
2;mixed;N;neutral
2;mixed;NEU;positivo
2;negative;N;neutral
2;mixed;P;positivo
2;positive;P;positivo
2;negative;NEU;negativo
2;mixed;NEU;positivo
2;negative;NEU;mixto
2;negative;NEU;neutral
2;mixed;N;negativo
2;neutral;P;positivo
2;mixed;N;positivo
2;negative;NEU;negativo
2;negative;NEU;neutral
2;mixed;N;mixto
2;negative;N;positivo
2;mixed;P;mixto
2;negative;NEU;negativo
2;mixed;N;positivo
2;mixed;N;neutral
2;negative;N;negativo
2;negative;P;positivo
2;positive;N+;negativo
2;negative;N+;neutral
2;negative;P;negativo
2;mixed;N;positivo
2;mixed;N;positivo
2;negative;N;negativo
2;negative;N;negativo
2;positive;N;positivo
2;mixed;N;mixto
2;negative;N;negativo
2;negative;N;negativo
2;positive;P;positivo
2;positive;NEU;positivo
2;negative;N;negativo
2;negative;N;negativo
2;mixed;P;positivo
2;mixed;NEU;positivo
2;negative;N+;neutral
2;positive;P;positivo
2;negative;NEU;negativo
2;negative;N+;positivo
2;negative;N+;positivo
2;negative;N;negativo
2;negative;N;mixto
2;negative;NEU;negativo
2;positive;P;positivo
2;positive;NEU;neutral
2;negative;N;negativo
2;neutral;NONE;neutral
2;negative;P+;neutral
2;negative;N;neutral
2;negative;P;negativo
2;negative;P;mixto
2;negative;N;mixto
2;negative;P;negativo
2;negative;NONE;positivo
2;negative;P;neutral
2;positive;P;negativo
2;negative;N;neutral
2;negative;NEU;negativo
2;mixed;P;positivo
2;negative;P;positivo
2;mixed;N;positivo
2;negative;N;mixto
2;mixed;P;mixto
2;negative;P;mixto
2;negative;P;negativo
2;negative;N;neutral
2;mixed;P+;positivo
2;positive;NEU;positivo
2;negative;P;negativo
2;negative;N;neutral
2;negative;P;neutral
2;negative;N;positivo
2;negative;NEU;negativo
2;mixed;N;positivo
2;negative;P;negativo
2;positive;N;neutral
2;mixed;P;mixto
2;negative;NEU;neutral
2;negative;N;negativo
2;negative;N;negativo
2;negative;P;neutral
2;neutral;NEU;positivo
2;negative;P;negativo
2;negative;N;negativo
2;negative;NEU;positivo
2;neutral;N+;neutral
2;mixed;NEU;mixto
2;negative;N;negativo
2;negative;N;mixto
2;negative;NEU;negativo
2;negative;P;negativo
2;positive;P;positivo
2;negative;NEU;positivo
2;mixed;NEU;mixto
2;mixed;P;positivo
2;negative;N;neutral
2;mixed;N;mixto
2;negative;NEU;neutral
2;negative;NEU;positivo
2;mixed;N;negativo
2;negative;N;negativo
2;neutral;P;positivo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N;positivo
2;negative;N;mixto
2;negative;NEU;neutral
2;negative;N;neutral
2;mixed;NEU;mixto
2;negative;NEU;positivo
2;negative;NEU;negativo
2;negative;N;mixto
2;negative;N;negativo
2;mixed;P+;positivo
2;negative;N;negativo
2;negative;N;negativo
2;mixed;N;neutral
2;negative;N;negativo
2;negative;N;neutral
2;negative;NEU;negativo
2;mixed;NEU;positivo
2;negative;N;neutral
2;negative;NEU;neutral
2;mixed;P;positivo
2;mixed;P;positivo
2;negative;N;mixto
2;negative;NONE;negativo
2;negative;NONE;negativo
2;mixed;NEU;positivo
2;mixed;NEU;mixto
2;negative;NEU;negativo
2;negative;N+;negativo
2;negative;N;mixto
2;mixed;N;neutral
2;negative;N;negativo
2;negative;N+;negativo
2;negative;P;positivo
2;negative;N;neutral
2;mixed;N;mixto
2;positive;NEU;positivo
2;negative;N;mixto
2;negative;NEU;neutral
2;negative;P;mixto
2;negative;P;negativo
2;negative;P;negativo
2;negative;NEU;neutral
2;negative;NEU;positivo
2;negative;P+;positivo
2;mixed;N;mixto
2;mixed;N;negativo
2;mixed;P;positivo
2;negative;N;neutral
2;negative;N;neutral
2;neutral;P;neutral
2;negative;N;positivo
2;negative;N+;negativo
2;negative;P;positivo
2;negative;P;neutral
2;negative;P;negativo
2;negative;P;negativo
2;negative;N;negativo
2;mixed;P;positivo
2;mixed;P;positivo
2;negative;P;negativo
2;negative;N;negativo
2;neutral;N;positivo
2;mixed;P;positivo
2;mixed;P;positivo
2;negative;N;negativo
2;negative;P;neutral
2;neutral;P;positivo
2;positive;P;positivo
2;positive;P+;positivo
2;negative;NEU;neutral
2;positive;P;neutral
2;negative;NEU;negativo
2;positive;P;positivo
2;negative;NEU;positivo
2;negative;N;mixto
2;negative;P;positivo
2;negative;P;negativo
2;negative;N;neutral
2;negative;P;positivo
2;negative;N;mixto
2;mixed;N;mixto
2;neutral;NONE;positivo
2;negative;N;negativo
2;negative;N;neutral
2;mixed;N+;neutral
2;negative;N;neutral
2;negative;N+;positivo
2;mixed;N;positivo
2;positive;NEU;neutral
2;mixed;P;mixto
2;positive;N;negativo
2;positive;P;neutral
2;negative;N;positivo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N+;negativo
2;negative;N;positivo
2;negative;P;negativo
2;positive;P;positivo
2;mixed;N;negativo
2;negative;P;negativo
2;negative;N;neutral
2;negative;N;neutral
2;mixed;P;positivo
2;negative;N;negativo
2;negative;NEU;neutral
2;negative;P;positivo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N+;positivo
2;negative;N;positivo
2;negative;N;neutral
2;positive;P+;positivo
2;negative;N;mixto
2;negative;N;neutral
2;mixed;NEU;positivo
2;positive;P;positivo
2;negative;P;negativo
2;negative;P;negativo
2;neutral;P;positivo
2;negative;N;negativo
2;positive;N;negativo
2;mixed;P;negativo
2;negative;N;positivo
2;positive;P;positivo
2;positive;N;neutral
2;positive;P+;positivo
2;negative;P;positivo
2;negative;P;neutral
2;positive;P;negativo
2;positive;NEU;positivo
2;negative;NEU;neutral
2;negative;N+;neutral
2;mixed;NEU;mixto
2;negative;N;positivo
2;negative;P+;mixto
2;mixed;N;neutral
2;mixed;NEU;positivo
2;negative;P;negativo
2;mixed;P;positivo
2;negative;N;mixto
2;negative;NEU;mixto
2;negative;N;negativo
2;negative;P;positivo
2;mixed;N;mixto
2;negative;N+;negativo
2;mixed;N;positivo
2;negative;N;negativo
2;negative;N;negativo
2;mixed;NEU;positivo
2;negative;NEU;neutral
2;negative;NEU;positivo
2;negative;P;neutral
2;negative;P;neutral
2;negative;N+;negativo
2;positive;NEU;positivo
2;mixed;NEU;positivo
2;negative;N;negativo
2;negative;N;neutral
2;negative;P;negativo
2;negative;N;neutral
2;negative;N+;neutral
2;negative;NEU;negativo
2;negative;P;negativo
2;negative;NEU;positivo
2;neutral;NONE;positivo
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;N;negativo
2;mixed;P;negativo
2;negative;N;negativo
2;negative;NEU;neutral
2;negative;NEU;negativo
2;mixed;P;neutral
2;negative;P;negativo
2;mixed;NEU;mixto
2;mixed;N;neutral
2;negative;NEU;positivo
2;mixed;N;mixto
2;negative;P;negativo
2;mixed;N;positivo
2;mixed;N;negativo
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;P;neutral
2;negative;N;neutral
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;N;negativo
2;mixed;P;negativo
2;mixed;N;mixto
2;mixed;P;negativo
2;mixed;P;negativo
2;negative;P;negativo
2;negative;P;negativo
2;mixed;NEU;positivo
2;mixed;P;positivo
2;neutral;NEU;positivo
2;neutral;NONE;positivo
2;neutral;NONE;positivo
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;NEU;neutral
2;negative;NEU;mixto
2;mixed;NEU;negativo
2;mixed;N;neutral
2;positive;N;positivo
2;mixed;NEU;neutral
2;positive;N;negativo
2;mixed;NEU;negativo
2;negative;P;neutral
2;negative;P;positivo
2;mixed;N;positivo
2;negative;N;positivo
2;mixed;P;neutral
2;negative;NEU;negativo
2;negative;N;negativo
2;mixed;P;mixto
2;negative;N;negativo
2;positive;P;neutral
2;negative;N;positivo
2;negative;N;negativo
2;negative;P;neutral
2;mixed;NEU;mixto
2;negative;N;negativo
2;mixed;NEU;positivo
2;mixed;P;positivo
2;positive;P;positivo
2;positive;P;positivo
2;mixed;N;positivo
2;negative;N;neutral
2;negative;N+;negativo
2;neutral;NONE;negativo
2;mixed;P;neutral
2;negative;P;positivo
2;mixed;P;positivo
2;positive;P;positivo
2;negative;NEU;positivo
2;mixed;P;positivo
2;negative;P;neutral
2;mixed;N;mixto
2;positive;P;positivo
2;mixed;NEU;mixto
2;neutral;NEU;neutral
2;negative;N;neutral
2;positive;P;positivo
2;neutral;P;negativo
2;negative;P;positivo
2;negative;NEU;neutral
2;negative;N;neutral
2;negative;P;neutral
2;negative;NEU;negativo
2;negative;N;negativo
2;neutral;N+;positivo
2;mixed;N;positivo
2;negative;NEU;positivo
2;mixed;N;mixto
2;negative;N;negativo
2;mixed;N;mixto
2;negative;N;negativo
2;negative;N;negativo
2;mixed;N;mixto
2;negative;N;neutral
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;N;neutral
2;positive;P;positivo
2;negative;N;neutral
2;neutral;P;positivo
2;neutral;N;positivo
2;mixed;P+;positivo
2;negative;N;negativo
2;negative;P;positivo
2;negative;NEU;negativo
2;neutral;P;positivo
2;negative;NEU;neutral
2;mixed;P;positivo
2;mixed;P;positivo
2;neutral;NONE;negativo
2;mixed;N;neutral
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;NEU;positivo
2;negative;NEU;positivo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N;negativo
2;negative;N;neutral
2;neutral;P;positivo
2;positive;NEU;positivo
2;mixed;P;positivo
2;negative;N;neutral
2;mixed;P;mixto
2;positive;N;positivo
2;mixed;N;positivo
2;negative;NEU;neutral
2;negative;N;negativo
2;negative;N;negativo
2;negative;P;neutral
2;positive;P;positivo
2;mixed;P;positivo
2;positive;P+;positivo
2;positive;N;negativo
2;negative;N;negativo
2;mixed;N;neutral
2;negative;N;mixto
2;mixed;P;positivo
2;positive;P;positivo
2;negative;N;positivo
2;negative;N+;negativo
2;negative;P;positivo
2;neutral;NONE;negativo
2;negative;N;positivo
2;mixed;P;positivo
2;mixed;P;positivo
2;negative;P;negativo
2;positive;P;positivo
2;negative;P;neutral
2;negative;N;neutral
2;neutral;P;neutral
2;mixed;P;positivo
2;neutral;P;positivo
2;negative;N;negativo
2;negative;N;positivo
2;negative;P;negativo
2;negative;N;negativo
2;negative;N;neutral
2;negative;N;negativo
2;mixed;P;positivo
2;negative;N;negativo
2;negative;P;neutral
2;negative;P;neutral
2;mixed;NEU;positivo
2;positive;P;positivo
2;positive;NONE;positivo
2;negative;N;neutral
2;negative;N;positivo
2;negative;P;positivo
2;positive;P;positivo
2;mixed;NEU;positivo
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;N;neutral
2;negative;P;positivo
2;positive;P;positivo
2;neutral;NONE;neutral
2;negative;NEU;negativo
2;negative;P;neutral
2;negative;N;negativo
2;negative;N;neutral
2;positive;N+;negativo
2;mixed;P+;positivo
2;mixed;N;positivo
2;negative;NEU;negativo
2;mixed;P;positivo
2;negative;N;negativo
2;negative;N;negativo
2;negative;P+;negativo
2;neutral;P;neutral
2;negative;P;negativo
2;negative;NEU;positivo
2;negative;NEU;negativo
2;neutral;NONE;positivo
2;negative;N;mixto
2;mixed;P;positivo
2;negative;N;negativo
2;negative;P;positivo
2;positive;P;positivo
2;negative;P;positivo
2;negative;NEU;neutral
2;mixed;NEU;neutral
2;positive;P;positivo
2;positive;P;mixto
2;negative;N;neutral
2;negative;NEU;positivo
2;positive;N;negativo
2;positive;N;positivo
2;mixed;P;mixto
2;negative;P;positivo
2;negative;P;positivo
2;negative;P;mixto
2;negative;P;negativo
2;negative;N+;positivo
2;positive;P;positivo
2;negative;P;positivo
2;positive;P;positivo
2;negative;P;neutral
2;negative;N;negativo
2;positive;N;negativo
2;mixed;P;positivo
2;negative;NEU;positivo
2;positive;P+;positivo
2;negative;N;positivo
2;negative;N;negativo
2;neutral;NEU;neutral
2;positive;P;positivo
2;negative;N;mixto
2;negative;NEU;positivo
2;positive;P+;negativo
2;negative;NEU;negativo
2;negative;N;neutral
2;negative;N;negativo
2;mixed;P;positivo
2;neutral;P;positivo
2;mixed;N;mixto
2;negative;NEU;neutral
2;positive;N;positivo
2;negative;NEU;negativo
2;negative;N;negativo
2;mixed;P;mixto
2;negative;N;negativo
2;negative;NEU;mixto
2;negative;N;negativo
2;negative;N;negativo
2;mixed;N;mixto
2;negative;N;negativo
2;positive;P+;positivo
2;positive;NEU;positivo
2;negative;P;mixto
2;negative;P;negativo
2;negative;N;neutral
2;positive;P;mixto
2;negative;P+;neutral
2;mixed;P;positivo
2;positive;N;positivo
2;negative;P;negativo
2;positive;P;positivo
2;negative;NEU;positivo
2;negative;N;negativo
2;mixed;NEU;positivo
2;negative;P+;positivo
2;negative;P;negativo
2;negative;P;negativo
2;positive;P+;positivo
2;positive;P;negativo
2;negative;N;negativo
2;positive;P;neutral
2;negative;N;neutral
2;mixed;NEU;neutral
2;negative;P;positivo
2;positive;NEU;positivo
2;negative;N;positivo
2;negative;N;mixto
2;negative;NEU;neutral
2;positive;NEU;negativo
2;mixed;NEU;neutral
2;mixed;P;positivo
2;mixed;NEU;positivo
2;negative;N;positivo
2;negative;NEU;negativo
2;positive;P;positivo
2;negative;N;negativo
2;negative;NEU;negativo
2;negative;P;positivo
2;negative;NEU;neutral
2;positive;NONE;positivo
2;neutral;P;positivo
2;positive;P;positivo
2;neutral;N;negativo
2;negative;P;negativo
2;positive;P;positivo
2;negative;P+;neutral
2;negative;N;positivo
2;mixed;P;neutral
2;mixed;N;mixto
2;negative;NEU;positivo
2;mixed;P;positivo
2;positive;P;positivo
2;mixed;N;neutral
2;positive;P;positivo
2;negative;N+;negativo
2;negative;NEU;negativo
2;negative;P;negativo
2;mixed;N;positivo
2;positive;P;negativo
2;mixed;NEU;neutral
2;negative;N;negativo
2;neutral;P;negativo
2;negative;N;negativo
2;negative;N;negativo
2;mixed;N;mixto
2;positive;P+;positivo
2;negative;N+;negativo
2;negative;P;negativo
2;mixed;N+;positivo
2;positive;P;mixto
2;negative;N;negativo
2;negative;P;positivo
2;negative;N;negativo
2;negative;N+;positivo
2;mixed;P;positivo
2;mixed;NEU;neutral
2;neutral;NEU;negativo
2;mixed;NEU;positivo
2;negative;N;negativo
2;mixed;NEU;positivo
2;negative;N;negativo
2;negative;P;negativo
2;mixed;N;positivo
2;mixed;P;negativo
2;mixed;P;neutral
2;negative;N;negativo
2;negative;N;negativo
2;positive;P;positivo
2;positive;NONE;positivo
2;negative;N;negativo
2;mixed;N;positivo
2;negative;NEU;negativo
2;negative;P;negativo
2;mixed;P;positivo
2;negative;N+;neutral
2;negative;N;negativo
2;negative;P;negativo
2;neutral;NONE;positivo
2;negative;P;neutral
2;neutral;N;negativo
2;neutral;P;neutral
2;negative;N;negativo
2;negative;P;negativo
2;negative;N;neutral
2;negative;N+;negativo
2;negative;N+;positivo
2;mixed;P;positivo
2;negative;P+;negativo
2;mixed;NEU;positivo
2;positive;N;positivo
2;negative;NEU;neutral
2;negative;N;positivo
2;negative;NEU;negativo
2;positive;P;negativo
2;negative;P;neutral
2;negative;NEU;neutral
2;mixed;P;positivo
2;negative;NEU;neutral
2;mixed;P;positivo
2;negative;P+;neutral
2;negative;N;neutral
2;negative;N;negativo
2;positive;P;positivo
2;negative;NEU;positivo
2;mixed;N;mixto
2;negative;N;positivo
2;negative;P;negativo
2;negative;NEU;positivo
2;negative;NEU;negativo
2;negative;N;negativo
2;negative;NEU;neutral
2;positive;P;positivo
2;negative;NEU;positivo
2;negative;N+;neutral
2;negative;NONE;neutral
2;positive;P;positivo
2;negative;NEU;mixto
2;negative;NEU;negativo
2;mixed;NEU;negativo
2;negative;N;negativo
2;mixed;N;positivo
2;negative;P;neutral
2;negative;NEU;negativo
2;positive;P;positivo
2;negative;N;positivo
2;negative;N;negativo
2;mixed;N;neutral
2;negative;P;neutral
2;mixed;P;mixto
2;negative;P;negativo
2;negative;N+;neutral
2;mixed;N;neutral
2;negative;NEU;neutral
2;negative;N;positivo
2;mixed;P;positivo
2;negative;N+;neutral
2;negative;N;negativo
2;positive;P;positivo
2;neutral;NEU;positivo
2;mixed;P;positivo
2;mixed;N;neutral
2;mixed;P;positivo
2;positive;P;neutral
2;negative;N+;mixto
2;positive;P;neutral
2;negative;N;neutral
2;negative;NEU;neutral
2;positive;P;positivo
2;mixed;N;negativo
2;negative;N;negativo
2;negative;P+;neutral
2;negative;N;negativo
2;neutral;N;positivo
2;mixed;NEU;positivo
2;negative;N;mixto
2;mixed;NEU;positivo
2;negative;P;positivo
2;mixed;N;mixto
2;negative;N;mixto
2;negative;NEU;positivo
2;negative;NEU;negativo
2;negative;P;positivo
2;neutral;P;neutral
2;negative;NEU;negativo
2;positive;P;positivo
2;negative;P;negativo
2;negative;NEU;positivo
2;mixed;P;positivo
2;negative;N;neutral
2;mixed;N;positivo
2;negative;P;negativo
2;mixed;N;positivo
2;negative;N;neutral
2;mixed;P;positivo
2;neutral;P;positivo
2;negative;N;neutral
2;negative;N;negativo
2;neutral;P+;positivo
2;positive;P;positivo
2;negative;N;neutral
2;positive;N;neutral
2;negative;P;positivo
2;negative;NONE;negativo
2;negative;N;negativo
2;negative;P;positivo
2;negative;N;negativo
2;negative;N;negativo
2;positive;N;negativo
